psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,2-Mar,3-Mar,4-Mar,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
200137,2,1,39,39165,2,S, ,2,1,3, , ,2,2, , , ,2,2,2,10,2,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,1, , , , , , , , , , , , , ,1, ,63, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , ,3, , ,1, , ,2,2,2,2,2,91,2, , , ,1,6,3,2, ,1,5,1, , ,2, , , , , , , , , , ,2.096774194,0.662113532
200144,2,1,8,8041,4,U, ,1,1,4,1,1, ,1,1, ,9, , , , , , ,2,1,2,2,1,1,1,2, , ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,1, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,1, , , , , , , , , , , , ,2,1,2,19,2, , , ,3,3,4,2, ,1,5,1, , ,2, , , , , , , , , , ,3.677419355,1.161245271
200145,2,1,16,16013,4,R, ,2,1,2, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,45, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,66,2, , , ,2,6,3,2, ,1,6,1, , ,2, , , , , , , , , , ,1.35483871,0.427827205
200147,2,1,47,47037,3,U, ,2,2,2, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,1, ,1, ,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,2, ,2, , ,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3, , , , , , , , , , , , , , , , ,1,3, , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,2,1,2,2, , , , , , ,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,26,2, , , ,2,6,1,2, ,1,5,1, , ,2, , , , , , , , , , ,3.548387097,1.120499823
200148,2,1,36,36047,1,U, ,2,2,5, , ,2,1,1, ,4, , , , , , ,2,1,1,2,2,2,2, ,1, ,2,1,2,3,2,1,1,8,2,1,1,2,1, , , , , , , , , , , , , ,3,2, ,1,1, , , ,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,17, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1,2,1,2,1,2,2,1,2,2,1,1,3,3,3,1,3,1,1,2,2, , , , , , , , , , , , ,1,1,1,47,1,1,1,0,2,2,1,9, ,4,1,1, , ,2, , , , , , , ,LAVA.COM, , ,6.870967742,2.169695112
200149,2,1,22,22031,3,R, ,2,2,4, , ,2,2, , , ,2,1,2,97,1,2, , , , , , , , , , ,2,1,1,98,1,1,2,2,2,1,2,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,8,8,8, , , , , , , , , , , , ,2,2,2,55,2, , , ,4,6,1,2, ,1,6,1, , ,1,1, , ,DONT TRUST IT, , , , , , ,1.612903226,0.509318101
200151,2,1,42,42101,1,U, ,2,2,1, , ,1,1,1, ,10, , , , , , ,2,1,1,2,9,1,1, ,1, ,2,1,1,9,1,1,1,1,1,1,1,1,1,6, , , , , , , , , , , , ,6,2, ,2, , , , ,1,1, , , ,1,1, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,18,2, , , ,2,3,1,1,1,1,99,1, , ,2, , , , , , , , , , ,4.709677419,1.487208856
200154,2,1,31,31109,2,U, ,1,1,3,1,1, ,1,1, ,4, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,1,1,1,2,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,1,2,19,2, , , ,3,3,4,2, ,1,6,1, , ,1,3, , , , , , , , , ,2.258064516,0.713045342
200155,2,1,9,9001,1,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,1,1,2,2,8,1,2, ,2, ,1,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,20, , ,9, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,9,1,2,2,2,2,8,3, ,2,1,2,2,2,2,2,2,2,48,1,0,0,2,2,6,1,9, ,9,9,1, , ,1,2, , , , , , , , , ,2.774193548,0.876027134
200156,2,1,49,49035,4,S, ,1,2,3,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,2,2,2, , ,1,1,1,3,2,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,23,2, , , ,4,3,2,2, ,3,3,1, , ,1,1, , , , , , , , , ,6.870967742,2.169695112
200164,2,1,16,16005,4,U, ,2,2,2, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,2,2, ,2, ,1,1,1,2,1,2,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,1,1, , ,2, , ,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,1,2,2,29,2, , , ,2,4,1,2, ,1,3,1, , ,2, , , , , , , , , , ,5.225806452,1.650190648
200165,2,1,4,4025,4,R, ,2,1,3, , ,1,2,1, ,2, , , , , , ,1,2,1,2,2,2,2, , , ,2,1,1,3,1,2,2,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,2, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,63,2, , , ,2,6,2,2, ,1,99,1, , ,2, , , , , , , , , , ,1.64516129,0.519504463
200172,2,1,6,6111,4,S, ,2,1,2, , ,1,1,1, ,5, , , , , , ,1,1,1,2,2,1,2, ,1, ,2,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,35, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,1,2,2,1,2,2,2,2,58,2, , , ,2,8,4,2, ,1,8,1, , ,1,2, , , , , , , , , ,1.35483871,0.427827205
200174,2,1,17,17043,2,S, ,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,1,1,1,1,2, ,2, ,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1,1,1,1,2,1,2, , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,22,2, , , ,1,4,2,2, ,1,6,1, , ,1,2, , , , , , , , , ,3.35483871,1.059381651
200186,2,1,40,40073,3,R, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,2,1,2,1,1,1, , , ,2,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,1,1, , ,2, , ,1,2,1,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,3, ,2,1,2,1,1,2,2,1,2,19,2, , , ,5,4,4,2, ,1,6,1, , ,2, , , , , , , , , , ,5.580645161,1.762240631
200195,2,1,29,29091,2,R, ,1,1,3,1,2, ,2,1, ,4, , , , , , ,2,1,1,2,2,2,2,2, , ,2,1,2,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,2, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,18,2, , , ,2,3,4,2, ,1,98,1, , ,1,3, , , , , , , , , ,1.838709677,0.580622635
200196,2,1,6,6061,4,R, ,2,2,2, , ,1,1,1, ,5, , , , , , ,1,2,8,2,8,1,2, , , ,2,1,1,1,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,64,2, , , ,1,3,3,2, ,1,7,1, , ,2, , , , , , , , , , ,4.032258065,1.273295253
200200,2,1,48,48201,3,S, ,1,1,3,1,1, ,1,1, ,5, , , , , , ,1,2,1,2,2,1,2, , , ,1,1,2,9,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,56, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,8,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,79,2, , , ,2,5,3,9, ,9,5,1, , ,1,1, , , , , , , , , ,2.935483871,0.926958944
200212,2,1,6,6037,4,U, ,2,1,4, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,1,1, ,2, ,1,1,1,1,1,1,1,1,2,1,2,2,1, , , , , , , , , , , , , ,1, ,35, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,57,2, , , ,3,6,1,2, ,1,9,1, , ,1,2, , , , , , , , , ,2.161290323,0.682486256
200213,2,1,6,6067,4,S, ,1,1,2,1,1, ,2,1, ,11, , , , , , ,1,2,2,2,2,2,2, , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,45, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,66,2, , , ,2,3,3,2, ,1,7,1, , ,1,2, ,AT& T, , , , , , , ,3.451612903,1.089940737
200214,2,1,53,53063,4,S, ,2,2,2, , ,1,1,1, ,7, , , , , , ,1,1,2,2,8,1,1, ,1, ,1,1,1,1,2,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,2, ,3, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,42,1,1,0,0,2,6,1,2, ,1,8,2, , ,1,1, , , , , , , , , ,3.580645161,1.130686185
200215,2,1,39,39095,2,U, ,2,2,3, , ,1,2,1, ,2, , , , , , ,1,1,1,1,2,1,2, ,2, ,1,1,2,9,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,62,2, , , ,1,6,1,2, ,1,3,1, , ,1,2, , , , , , , , , ,1,0.315777223
200219,2,1,26,26065,2,U, ,1,1,5,2,2, ,2, , , ,2,1,2,6,2,2, , , , , , , , , , ,2,1,2,10,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,55, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,8, , , , ,3, , ,2, , ,2,2,2,2,2,77,2, , , ,2,5,5,2, ,1,8,1, , ,2, , , , , , , , , , ,3.741935484,1.181617995
200224,2,1,39,39095,2,U, ,1,1,4,1,1, ,1,1, ,2, , , , , , ,2,1,1,1,2,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,3,1,1,96, , , , , , , , , , , , ,5,2, ,1,1, , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,1, , , , , , , , , , , , ,2,1,2,53,1,0,0,1,2,4,1,2, ,4,7,1, , ,1,1, , , , ,ICLOUD, , , , ,5.677419355,1.792799717
200231,2,1,12,12011,3,U, ,1,2,2,2,2, ,1,2,3, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,1,2,1,2,1,1,2,2,2, , , , , , , , , , , , , ,1, ,36, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,64,2, , , ,4,3,2,2, ,2,99,1, , ,1,2, , , , , , , , , ,3.935483871,1.242736167
200234,2,1,12,12035,3,R, ,2,2,4, , ,1,2,1, ,98, , , , , , ,2,2,2,2,2,1,1, , , ,2,1,2,7,2,2,2,2,2,2, ,1,1,97, , , , , , , , , , , , ,5,2, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,8, , , , , , , , , , , , ,2,2,2,68,2, , , ,1,4,3,2, ,1,99,1, , ,1,3, , , , , , , , , ,1.096774194,0.346336309
200239,2,2,28,28081,3,R, ,2,1,4, , ,2,2, , , ,2,2,2,2,2,1, , , , , , , , , , ,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,4,2, ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,1, , , , , , , , , , , , ,2,2,2,59,2, , , ,3,2,1,1,3,5,98,1, , ,2, , , , , , , , , , ,5.161290323,1.629817924
200245,2,1,51,51109,3,S, ,2,1,3, , ,2,2, , , ,2,1,8,97,1,1, , , , , , , , , , ,2,1,2,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,20, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,1,1, , , , ,3, , ,2, ,2,2,1,2,1,2,56,2, , , ,2,4,1,2, ,1,6,1, , ,1,2, , ,DIAL UP IS SLOW AND KICKS YOU OFF THE INTERNET, , , , , , ,1.870967742,0.590808998
200248,2,1,51,51059,3,S, ,2,1,1, , ,1,2,1, ,3, , , , , , ,2,2,1,2,2,1,2, , , ,2,1,2,2,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,54,1,0,0,2,3,8,1,2, ,1,8,1, , ,1,3, , , , , , , , , ,3.580645161,1.130686185
200253,2,1,17,17031,2,U, ,2,2,5, , ,1,1,2,99, , , , , , , ,2,1,2,2,2,1,2, ,2, ,2,1,8,3,2,2,1,2,1,1,1,2,2, , , , , , , , , , , , , ,2, ,5, , ,2, , ,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,33,1,0,2,1,2,3,7,2, ,2,1,1, , ,2, , , , , , , , , , ,6.516129032,2.057645129
200257,2,1,39,39153,2,S, ,1,1,3,1,1, ,1,1, ,5, , , , , , ,1,1,1,2,2,2,2,1, , ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,1,26, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,9,1,1,1,2,1,3, ,2,1,2,1,2,2,2,1,2,47,2, , , ,2,3,5,2, ,1,8,1, , ,1,1, , , , , , , , , ,4.806451613,1.517767942
200261,2,1,51,51810,3,U, ,1,1,5,1,1, ,2,1, ,1, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,3,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,8, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,8,1,1, , , , , , , , , , , , ,2,2,2,46,9, , , ,1,3,1,2, ,1,3,1, , ,1,1, , , , , , , , , ,3.129032258,0.988077117
200262,2,1,5,5031,3,S, ,2,2,1, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,2, ,2,1,2,2,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,1,1,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,32,1,0,2,1,4,4,1,2, ,2,2,1, , ,2, , , , , , , , , , ,6.870967742,2.169695112
200265,2,1,18,18127,2,S, ,1,2,3,2,2, ,1,1, ,98, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,8, , , , , , , , , , , , ,2,2,2,73,2, , , ,1,2,2,2, ,1,99,1, , ,1,3, , , , , , , , , ,1.419354839,0.448199929
200268,2,1,8,8041,4,U, ,1,2,4,1,1, ,2,1, ,3, , , , , , ,1,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,9,9, ,9, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,66,2, , , ,9,99,1,2, ,9,99,9, , ,1,3, , , , , , , , , ,2.290322581,0.723231704
200275,2,1,18,18129,2,S, ,2,2,5, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,1, ,2,1,1,1,2,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,1,2, , , ,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,1,16, , , , , , , , , , , , , , , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1, , , , , , , , , , , , ,1,1,2,34,1,0,0,1,2,3,4,2, ,1,1,1, , ,1,2, , , , , , , ,DATE HOOKUP, ,2.451612903,0.774163514
200282,2,1,36,36055,1,S, ,2,2,3, , ,1,2,1, ,3, , , , , , ,1,1,2,2,8,2,2, ,2, ,2,1,1,3,1,1,2,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,2,3, ,2,2,2,2,2,2,2,2,2,59,2, , , ,2,5,1,2, ,1,99,1, , ,1,2, , , , , , , , , ,2.483870968,0.784349876
200286,2,1,40,40109,3,S, ,2,1,2, , ,2,2, , , ,2,2,2,9,2,2, , , , , , , , , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , ,2,2,2,77,2, , , ,1,3,3,2, ,1,2,1, , ,1,1, , , , , , , , , ,2.322580645,0.733418066
200287,2,1,22,22017,3,U, ,2,1,4, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,2,1,1,2,2,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,6,1,2, , ,2, , ,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,21,2, , , ,3,4,4,2, ,2,4,1, , ,2, , , , , , , , , , ,5.838709677,1.843731527
200290,2,1,21,21111,3,U, ,1,1,2,1,1, ,2,1, ,2, , , , , , ,1,2,2,2,2,1,8, , , ,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,37, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,2,2, ,2,1,3, ,2,1,2,2,2,2,2,2,2,63,2, , , ,2,8,1,2, ,1,6,1, , ,2, , , , , , , , , , ,3,0.947331668
200293,2,1,6,6085,4,U, ,1,2,3,1,1, ,2,1, ,7, , , , , , ,2,2,2,2,2,1,1, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,20, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,8,2, ,2,1,3, ,2,2,2, ,2,2,2,2,2,70,2, , , ,2,8,2,2, ,1,9,1, , ,1,1, , , , , , , , , ,1.870967742,0.590808998
200294,2,1,48,48453,3,U, ,2,2,3, , ,1,2,1, ,4, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,9,9, ,9, , , , ,9,9, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,8,8,2,2, , , , , , , , , , , , ,2,2,2,26,2, , , ,1,8,4,2, ,9,99,9, , ,2, , , , , , , , , , ,3.548387097,1.120499823
200297,2,1,6,6077,4,U, ,1,1,1,1,2, ,1,1, ,4, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,1,1,2,2,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,1,0, , ,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2,19,2, , , ,3,3,2,1,1,1,6,1, , ,1,1, , , , , ,FACEBOOK, , , ,2.548387097,0.8047226
200311,2,1,47,47037,3,U, ,2,1,3, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,17, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,8,1,1,2,2, ,2,1,3, ,2,1,2, ,2,3,2,2,2,57,2, , , ,3,5,1,2, ,2,6,1, , ,1,2, , , , , , , , , ,3.032258065,0.95751803
200314,2,1,51,51095,3,S, ,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,8,1,2, ,2, ,2,1,1,3,1,1,1,1,1,1,3,1,1,13, , , , , , , , , , , , ,1, ,2, , ,2, , ,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,1,3, ,2,1,2,2,1,2,9,2,2,41,1,1,1,1,2,4,1,2, ,2,6,1, , ,2, , , , , , , , , , ,5.612903226,1.772426993
